key	verdict	reason	licence	regions	diacritics	file	text
File:Sarajevo, Stojimo uz Ukrajinu, Benjamina Karić.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Sarajevo_Stojimo_uz_Ukrajinu_Benjamina_Karić.jpg	MEMORIAM
File:Зеница 20191105 153325.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20191105_153325.jpg	
File:Зеница 20180628 134003.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180628_134003.jpg	
File:Velika aleja 33.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Velika_aleja_33.jpg	
File:Velika aleja (Ilidža).JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Velika_aleja_Ilidža_.JPG	
File:Зеница 20221220 104235.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20221220_104235.jpg	
File:Jajce Bosnie Herzegovine O (137556419).jpeg	drop	only 0 confident region(s)	CC BY	0	0	Jajce_Bosnie_Herzegovine_O_137556419_.jpeg	
File:Зеница 20190815 134820.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190815_134820.jpg	
File:Mate-boban-Grude01277.JPG	keep		PD	2	1	Mate-boban-Grude01277.JPG	868-K-823 | ČETVRTA
File:Sarajevo FR-BER 2011-11-13 (15).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_FR-BER_2011-11-13_15_.jpg	
File:Прашнице Зеница 20180625 182605.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Прашнице_Зеница_20180625_182605.jpg	
File:Tuzla - Pannonian Lakes 10 (2019).jpg	keep		CC BY-SA	6	4	Tuzla_-_Pannonian_Lakes_10_2019_.jpg	ZAKONSKAOBAVEZAJE | počistitiizasvogpsa! | Dozvoljenoješetanjepasa | lobaveznonapovodcu) | samodužglavneasfaltnešetnice | kroz Panoniku
File:Azize Šaćirbegović 1.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Azize_Šaćirbegović_1.jpg	
File:Velika aleja 07.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Velika_aleja_07.jpg	
File:Зеница 20230220 163815.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230220_163815.jpg	
File:Зеница 20180626 151901.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180626_151901.jpg	
File:Zenica 72000, Bosnia and Herzegovina - panoramio (2).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Zenica_72000_Bosnia_and_Herzegovina_-_panoramio_2_.jpg	
File:Fountain in Bosniak House.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Fountain_in_Bosniak_House.JPG	
File:Zenica05290.JPG	drop	only 0 confident region(s)	PD	0	0	Zenica05290.JPG	
File:Ulaz u Bradinu09173.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Ulaz_u_Bradinu09173.JPG	
File:Velika aleja 11.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Velika_aleja_11.jpg	
File:Kovaci 04.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Kovaci_04.jpg	
File:20130606 Mostar 175.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	20130606_Mostar_175.jpg	
File:West Mostar05551.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	West_Mostar05551.JPG	
File:Tuzla - Pannonian Lakes 5 (2019).jpg	keep		CC BY-SA	8	6	Tuzla_-_Pannonian_Lakes_5_2019_.jpg	"DNEVNEULAZNICEVAŽESAMO | IZLAZAK DUŽIOD10minuta | ZAHTIJEVAPONOVNU | KUPOVINUULAZNICE! | SEDMIČNE,MJESEČNE1SEZONSKE | ULAZNICE OMOGUĆUJU | NEOGRANIČEN | UPRAVAJKP""Pannonica""dooTuzla"
File:Зеница 20190427 190901.jpg	keep		CC BY-SA	2	0	Зеница_20190427_190901.jpg	Salo | 501
File:West Mostar05010.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	West_Mostar05010.JPG	
File:Зеница 20180802 104028.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180802_104028.jpg	
File:Velika aleja 25.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Velika_aleja_25.jpg	
File:FK Sarajevo Ferhadiye mağazası sağdan gece.jpg	keep		CC BY-SA	4	0	FK_Sarajevo_Ferhadiye_mağazası_sağdan_gece.jpg	ferha | dija | STOR | 5
File:Empty walkway (5544053327).jpg	drop	flat colour (3047 shades): a drawing, not a photograph	CC BY	0	0	Empty_walkway_5544053327_.jpg	
File:Velika aleja 05.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Velika_aleja_05.jpg	
File:Bosnia IMG 9558 pale south.JPG	keep		CC BY-SA	2	0	Bosnia_IMG_9558_pale_south.JPG	TAJIE | WELCOME
File:Зеница 20190810 164842.jpg	keep		CC BY-SA	2	0	Зеница_20190810_164842.jpg	UNIONBANKA | P
File:Old town of Jajce.jpg	drop	only 0 confident region(s)	CC BY	0	0	Old_town_of_Jajce.jpg	
File:Park Tuzla.jpg	keep		CC BY-SA	52	11	Park_Tuzla.jpg	UimeOtcaiSina | kneže | Krvašn | Vsjem | Selei | dovijeka.Ipriv | držatisVami | pravu | Vjerv | S'm | živ | Vsi | Duprovčane, | kire | hođe | po | mojemn | vladanijutrgujuće, | Siktohoće | krjevati,godjesi | mine,pravovMjerov | zledi | što | razvje | miktodasvojovVoljov | da | im | ne | bude | mojih
File:Зеница 20230223 130421.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230223_130421.jpg	
File:Sarajevo Socijalno 2011-11-11 (2).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Socijalno_2011-11-11_2_.jpg	
File:Croce Medjugorie.jpg	drop	only 0 confident region(s)	PD	0	0	Croce_Medjugorie.jpg	
File:Зеница 20190122 144504.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190122_144504.jpg	
File:Зеница 20190815 135346.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190815_135346.jpg	
File:Krunidbeno mjesto bosanskih kraljeva 1.jpg	keep		CC BY-SA	7	3	Krunidbeno_mjesto_bosanskih_kraljeva_1.jpg	MILI | okupljanjadržavnogvijeća | oktobra1377. | bana | Lvrka | (1353-1391I | Općina
File:Sarajevo May 2020 08.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_May_2020_08.jpg	
File:Зеница 20190430 173416.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190430_173416.jpg	
File:Зеница 20190815 144703.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190815_144703.jpg	
File:Зеница 20190502 173201.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190502_173201.jpg	
File:Kazandziluk 03.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Kazandziluk_03.jpg	25
File:Зеница 20190810 165929.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190810_165929.jpg	
File:Pecina.jpg	keep		CC BY-SA	8	3	Pecina.jpg	"Objekat:SPOMENBARAKA | TITOVAPEĆINA | TITO'SCAVE | Podržao: | USAID | FROMIHEAMERICANPEOPLE | Implementator:UDRUŽENJE""DRVARSKADRENJIN | Drvar25.maj2006.godine"
File:Зеница 20190509 133301.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190509_133301.jpg	
File:Pazi Snajper.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Pazi_Snajper.jpg	
File:Лонџа Зеница 20180625 184518.jpg	keep		CC BY-SA	3	0	Лонџа_Зеница_20180625_184518.jpg	PAN | PAN | PAN
File:Tuzla - Trnovac Groblje 4 (2019).jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Tuzla_-_Trnovac_Groblje_4_2019_.jpg	TPAIA
File:Zenica, staveniště dálnice.jpg	drop	only 0 confident region(s)	CC BY	0	0	Zenica_staveniště_dálnice.jpg	
File:Walkway in Banja Luka.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	Walkway_in_Banja_Luka.JPG	
File:Зеница 20190504 140754.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190504_140754.jpg	
File:Зеница 20230224 180516.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230224_180516.jpg	
File:Bihać, Univerzitetska biblioteka.jpg	keep		CC BY-SA	2	0	Bihać_Univerzitetska_biblioteka.jpg	P | NIKIA
File:Velika aleja 18.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Velika_aleja_18.jpg	
File:OpstinaCelinac.jpg	keep		PD	5	4	OpstinaCelinac.jpg	LOEPO | OPŠTINAČELINAC | DOBRODOŠLI | MUNICIPALITYČELINAC | WELCOME
File:Trash bin, Sarajevo.jpg	drop	only 1 confident region(s)	CC BY-SA	1	1	Trash_bin_Sarajevo.jpg	ČIST
File:Зеница 20230220 121556.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230220_121556.jpg	
File:Зеница 20190815 144634.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190815_144634.jpg	
File:Banja Luka Бања Лука, Bosnia and Herzegovina Босна и Херцеговина - 53033036144.jpg	drop	only 0 confident region(s)	CC BY	0	0	Banja_Luka_Бања_Лука_Bosnia_and_Herzegovina_Босна_и_Херцеговина_-_53033036144.jpg	
File:FK Sarajevo Ferhadiye mağazası soldan gece.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	FK_Sarajevo_Ferhadiye_mağazası_soldan_gece.jpg	1946
File:Зеница 20190501 102807.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190501_102807.jpg	
File:Sarajevo (12).JPG	drop	only 0 confident region(s)	CC BY	0	0	Sarajevo_12_.JPG	
File:Jajce Bell Tower 1.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Jajce_Bell_Tower_1.jpg	
File:Зеница 20190815 143415.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190815_143415.jpg	
File:Željuša 134943.jpg	keep		CC BY-SA	4	2	Željuša_134943.jpg	Željuša | 60 | Samodanam | ukusa.
File:Banja Luka Бања Лука, Bosnia and Herzegovina Босна и Херцеговина - 53033089664.jpg	drop	only 0 confident region(s)	CC BY	0	0	Banja_Luka_Бања_Лука_Bosnia_and_Herzegovina_Босна_и_Херцеговина_-_53033089664.jpg	
File:Зеница 20190810 165710.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190810_165710.jpg	
File:Планина Озрен (33).jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Планина_Озрен_33_.jpg	MIH
File:West Mostar04997.JPG	drop	only 0 confident region(s)	CC BY-SA	0	0	West_Mostar04997.JPG	
File:Sarajevo Hamdije-Cemerlica 2011-11-12 (2).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Hamdije-Cemerlica_2011-11-12_2_.jpg	
File:Radićeva (8510367545).jpg	drop	only 0 confident region(s)	CC BY	0	0	Radićeva_8510367545_.jpg	
File:Bosnien 3927 (5552347243).jpg	keep		CC BY-SA	3	0	Bosnien_3927_5552347243_.jpg	SRA | SHOP | MARKI
File:Зеница 20190810 164647.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190810_164647.jpg	
File:Зеница 20190810 180959.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190810_180959.jpg	
File:Зеница 20190810 164410.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190810_164410.jpg	
File:Travnik Dikin Sekak.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Travnik_Dikin_Sekak.jpg	
File:Dupovci-Bosna-Hersek.JPG	keep		CC0	2	0	Dupovci-Bosna-Hersek.JPG	60 | Dupovci
File:Wwrs7.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Wwrs7.jpg	NOBELOVENAGRADE
File:Mostar Peace Bell Tower 01.jpg	keep		CC BY-SA	6	0	Mostar_Peace_Bell_Tower_01.jpg	MostarPeaceBellTower | Mostariensepaciscampanarium | vonik | OSOBNAKARTAZVONIKA | IDENTITYCARDOFTHEBELLTOWER | Mostarski
File:Žuta Tabija, Sarajevo.jpg	keep		CC BY-SA	7	1	Žuta_Tabija_Sarajevo.jpg	SARAJEVO | OFFICIALAUDIOGUIDE | Guide2Sarajevo.com | discoverSarajevo | Žutatabija | YellowBastion | ApoStore
File:Von Hans Jochen Peters gesponsorter Baum in Sarajevo.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Von_Hans_Jochen_Peters_gesponsorter_Baum_in_Sarajevo.jpg	
File:Зеница 20180712 221334.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180712_221334.jpg	
File:Kazandziluk 02.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Kazandziluk_02.jpg	
File:Kralja Tvrtka - panoramio.jpg	keep		CC BY	7	1	Kralja_Tvrtka_-_panoramio.jpg	vožnja | EURO95. | EURO98. | SUPER98. | P | TRAPA | Sigurna
File:Зеница 20230224 162218.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230224_162218.jpg	
File:Зеница 20180712 220123.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180712_220123.jpg	
File:Ulaz Služanj-Čitluk02324.JPG	drop	only 1 confident region(s)	CC BY-SA	1	1	Ulaz_Služanj-Čitluk02324.JPG	Služanj
File:Sarajevo 20170717 A.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_20170717_A.jpg	
File:Old Town Visoko 1.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Old_Town_Visoko_1.jpg	
File:Зеница 20180802 095654.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180802_095654.jpg	
File:Зеница 20190810 164526.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190810_164526.jpg	
File:Зеница 20230223 130536.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230223_130536.jpg	
File:Зеница 20190810 164425.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190810_164425.jpg	
File:Зеница 20180620 051930.jpg	keep		CC BY-SA	2	0	Зеница_20180620_051930.jpg	ULICA | PEHARE
File:Banja Luka Бања Лука, Bosnia and Herzegovina Босна и Херцеговина - 53033086419.jpg	drop	only 1 confident region(s)	CC BY	1	0	Banja_Luka_Бања_Лука_Bosnia_and_Herzegovina_Босна_и_Херцеговина_-_53033086419.jpg	ANDREA fashion
File:Sarajevo (15).JPG	drop	only 0 confident region(s)	CC BY	0	0	Sarajevo_15_.JPG	
File:Bazar items in Sarajevo.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Bazar_items_in_Sarajevo.jpg	
File:Зеница 20180627 110958.jpg	keep		CC BY-SA	3	0	Зеница_20180627_110958.jpg	PHARMACIA | PHARM | transmed
File:Зеница 20190819 160139.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190819_160139.jpg	
File:Бањалука 20190605 151005.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Бањалука_20190605_151005.jpg	
File:Kameni križ, Široki Brig04663.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Kameni_križ_Široki_Brig04663.jpg	
File:Andrićgrad, Višegrad 049.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Andrićgrad_Višegrad_049.jpg	
File:Зеница 20190810 164745.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Зеница_20190810_164745.jpg	BIH
File:Location of Sarajevo Assassination 賽拉耶佛暗殺處 - panoramio.jpg	keep		CC BY	4	1	Location_of_Sarajevo_Assassination_賽拉耶佛暗殺處_-_panoramio.jpg	GAVRLOPRINCIPJEIZVRŠIOATENTATnA | AUSTROUGARSKOGPRESTOLONASJEDNIKA | FRANCAFERDINANDA[NIEGOVUSUPRUGU | SOFLJU
File:Kosača-fort-Ljubuški02211.JPG	keep		CC BY-SA	13	3	Kosača-fort-Ljubuški02211.JPG	Veliiobor | Obor | Prohodnikuridor | Čutrnju | 20u | LJUBUŠKI | OLDLJUBUŠKIFORT | STARIGRAD | Graditelieka | Vuiticu | Grdrportao | Grad | cjelina
File:Fabrika duvana.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Fabrika_duvana.jpg	
File:Gradska promenada Istočno Sarajevo.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Gradska_promenada_Istočno_Sarajevo.jpg	
File:Kupres-ulaz01715.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Kupres-ulaz01715.jpg	Kupres
File:Зеница 20190810 164823.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190810_164823.jpg	
File:Зеница 20230224 125255.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230224_125255.jpg	
File:Зеница 20190504 140810.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190504_140810.jpg	
File:Зеница 20230223 132139.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230223_132139.jpg	
File:Kazandziluk 04.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Kazandziluk_04.jpg	
File:Бањалука 20190605 133928.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Бањалука_20190605_133928.jpg	
File:Зеница 20230201 122031 cropped.jpg	keep		CC BY-SA	7	0	Зеница_20230201_122031_cropped.jpg	GRAD | 2 | ZENICA | 3 | 5 | Agram | A
File:Зеница 20190810 164512.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190810_164512.jpg	
File:Прашнице Зеница 20180625 182205.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Прашнице_Зеница_20180625_182205.jpg	
File:Banja Luka Бања Лука, Bosnia and Herzegovina Босна и Херцеговина - 53033304725.jpg	drop	only 1 confident region(s)	CC BY	1	0	Banja_Luka_Бања_Лука_Bosnia_and_Herzegovina_Босна_и_Херцеговина_-_53033304725.jpg	STARAPEKARA
File:Sarajevo, mother of Europe (9487780605).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_mother_of_Europe_9487780605_.jpg	
File:Зеница 20190728 224001.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190728_224001.jpg	
File:Зеница 20200709 114009.jpg	keep		CC BY-SA	5	0	Зеница_20200709_114009.jpg	Bul. | ULAZ-STUBIS | br.1 | Bana | Kulina
File:Бањалука 20190605 145033.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Бањалука_20190605_145033.jpg	
File:Зеница 20190815 145704.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190815_145704.jpg	
File:Господска0026.jpg	keep		CC BY-SA	4	0	Господска0026.jpg	NEKTAR | CITADELA | MA | 50
File:Sarajevo, Stojimo uz Ukrajinu 1.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Stojimo_uz_Ukrajinu_1.jpg	
File:20220226 Sarajevo Kyiv.jpg	keep		CC BY-SA	2	1	20220226_Sarajevo_Kyiv.jpg	NEVER | SARAĐEVO
File:Зеница 20190815 143505.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190815_143505.jpg	
File:Зеница 20190815 134602.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190815_134602.jpg	
File:Зеница 20180620 052039.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180620_052039.jpg	
File:Tuzla - Tušanj Stadium 5 (2019).jpg	keep		CC BY-SA	8	1	Tuzla_-_Tušanj_Stadium_5_2019_.jpg	"Javnaustanova | GradskistadionTušanj"" Tuzla | Rudarskabroj2. | Ponedjeljak-Subota:od | 730 | do20 | Nedjelja:od | do16"
File:Višegrajski most-1.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Višegrajski_most-1.JPG	OA
File:Defense.gov News Photo 980924-F-3150R-518.jpg	drop	only 0 confident region(s)	PD	0	0	Defense.gov_News_Photo_980924-F-3150R-518.jpg	
File:Kuca laslo ul srpska 87 nkd 045.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Kuca_laslo_ul_srpska_87_nkd_045.JPG	facefood
File:Izlaz iz Kupresa01676.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Izlaz_iz_Kupresa01676.jpg	Kupres
File:Mostar-damagedhouses-2-2001.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Mostar-damagedhouses-2-2001.jpg	900
File:Зеница 20190719 085826.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190719_085826.jpg	
File:Velika aleja 27.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Velika_aleja_27.jpg	
File:Зеница 20190501 133937.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20190501_133937.jpg	
File:Aerial photograph of Mostar, 1997.JPEG	drop	only 0 confident region(s)	PD	0	0	Aerial_photograph_of_Mostar_1997.JPEG	
File:Зеница 20180623 174019.jpg	keep		PD	15	0	Зеница_20180623_174019.jpg	ISALON | KOZMETICKI | FRIZERSKO | Ajsun | 'prostor | AVSUN | Kubat | OBRT | poslovr | Bosnjak | USLUZNI | VRIJEME: | Izdvojen | Zenica | RADNO
File:Tuzla - Saint George Serbian Orthodox church 7 (2019).jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Tuzla_-_Saint_George_Serbian_Orthodox_church_7_2019_.jpg	
File:Зеница 20230223 130252.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20230223_130252.jpg	
File:Zenica05281.JPG	drop	only 0 confident region(s)	PD	0	0	Zenica05281.JPG	
File:Mostar - Roznamedži Ibrahim-efendije džamija (49033068832).jpg	keep		CC BY	2	0	Mostar_-_Roznamedži_Ibrahim-efendije_džamija_49033068832_.jpg	ROTA | XRa
File:Kod želje - panoramio.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Kod_želje_-_panoramio.jpg	0
File:Bulevar Desanke Maksimovic pjesacka i biciklisticka staza.jpg	drop	only 0 confident region(s)	CC BY	0	0	Bulevar_Desanke_Maksimovic_pjesacka_i_biciklisticka_staza.jpg	
File:Зеница 20180712 220038.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Зеница_20180712_220038.jpg	
File:Зеница 20190812 200211.jpg	drop	only 1 confident region(s)	CC BY-SA	1	0	Зеница_20190812_200211.jpg	De
File:Богојављенски Храм, Banja Luka Бања Лука, Bosnia and Herzegovina Босна и Херцеговина.jpg	drop	only 0 confident region(s)	CC BY	0	0	Богојављенски_Храм_Banja_Luka_Бања_Лука_Bosnia_and_Herzegovina_Босна_и_Херцеговина.jpg	
File:Зеница 20230220 121427.jpg	keep		CC BY-SA	4	4	Зеница_20230220_121427.jpg	Hadži-Mazićakuća | HajjiMazićshouse | LOKACLE | IOM
File:Kreuzung bihac nov 05.JPG	drop	only 1 confident region(s)	CC BY-SA	1	0	Kreuzung_bihac_nov_05.JPG	caffe
File:Sarajevo Kantonsregierung.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Kantonsregierung.jpg	
File:Зеница - 1909 - чаршија улице Кочева, чаршија које више нема од краја 1968. године, разгледница.jpg	keep		PD	3	1	Зеница_-_1909_-_чаршија_улице_Кочева_чаршија_које_више_нема_од_краја_1968._године_разгледница.jpg	Zenica | Hotevaulica | Kočeva-Strasse
File:Sarajevo Pride Parade Jun 2024 15.jpg	drop	only 0 confident region(s)	CC BY-SA	0	0	Sarajevo_Pride_Parade_Jun_2024_15.jpg	
